"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-123.74","48.94","CHEMAINUS","1011500","2018-01-01","2018","01","01","†","3.5","","-1.0","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","1","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-02","2018","01","02","†","4.5","","0.5","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-03","2018","01","03","†","3.0","","0.5","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-04","2018","01","04","†","6.0","","-0.5","","2.8","","15.2","","0.0","","2.5","","0.0","","2.5","","0","T","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-05","2018","01","05","†","8.5","","4.0","","6.3","","11.7","","0.0","","5.3","","0.0","","5.3","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-06","2018","01","06","†","6.5","","5.5","","6.0","","12.0","","0.0","","2.4","","0.0","","2.4","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-07","2018","01","07","†","6.5","","4.0","","5.3","","12.7","","0.0","","28.2","","0.0","","28.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-08","2018","01","08","†","7.0","","5.5","","6.3","","11.7","","0.0","","9.3","","0.0","","9.3","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-09","2018","01","09","†","7.0","","3.5","","5.3","","12.7","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-10","2018","01","10","†","6.5","","2.5","","4.5","","13.5","","0.0","","3.6","","0.0","","3.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-11","2018","01","11","†","4.5","","2.0","","3.3","","14.7","","0.0","","38.9","","0.0","T","38.9","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-12","2018","01","12","†","6.0","","2.0","","4.0","","14.0","","0.0","","7.4","","0.0","","7.4","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-13","2018","01","13","†","7.5","","5.0","","6.3","","11.7","","0.0","","2.4","","0.0","","2.4","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-14","2018","01","14","†","5.5","","3.0","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-15","2018","01","15","†","9.5","","2.5","","6.0","","12.0","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-16","2018","01","16","†","10.0","","6.0","","8.0","","10.0","","0.0","","4.8","","0.0","","4.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-17","2018","01","17","†","8.0","","5.5","","6.8","","11.2","","0.0","","32.3","","0.0","","32.3","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-18","2018","01","18","†","7.0","","5.5","","6.3","","11.7","","0.0","","16.6","","0.0","","16.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-19","2018","01","19","†","7.0","","4.5","","5.8","","12.2","","0.0","","4.7","","0.0","","4.7","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-20","2018","01","20","†","6.5","","3.5","","5.0","","13.0","","0.0","","19.5","","0.0","","19.5","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-21","2018","01","21","†","8.0","","5.5","","6.8","","11.2","","0.0","","32.3","","0.0","","32.3","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-22","2018","01","22","†","8.0","","3.0","","5.5","","12.5","","0.0","","4.6","","0.0","","4.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-23","2018","01","23","†","6.5","","3.5","","5.0","","13.0","","0.0","","27.6","","0.0","","27.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-24","2018","01","24","†","10.0","","5.0","","7.5","","10.5","","0.0","","7.6","","0.0","","7.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-25","2018","01","25","†","6.0","","2.5","","4.3","","13.7","","0.0","","14.4","","0.0","","14.4","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-26","2018","01","26","†","6.5","","1.5","","4.0","","14.0","","0.0","","19.5","","0.0","","19.5","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-27","2018","01","27","†","6.0","","2.0","","4.0","","14.0","","0.0","","21.8","","0.0","","21.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-28","2018","01","28","†","8.5","","3.5","","6.0","","12.0","","0.0","","90.8","","0.0","","90.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-29","2018","01","29","†","11.5","","6.5","","9.0","","9.0","","0.0","","14.8","","0.0","","14.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-30","2018","01","30","†","6.5","","2.5","","4.5","","13.5","","0.0","","2.3","","0.0","","2.3","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-01-31","2018","01","31","†","5.0","","1.5","","3.3","","14.7","","0.0","","2.6","","0.0","","2.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-01","2018","02","01","†","6.0","","2.0","","4.0","","14.0","","0.0","","14.1","","0.0","","14.1","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-02","2018","02","02","†","10.5","","5.0","","7.8","","10.2","","0.0","","4.6","","0.0","","4.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-03","2018","02","03","†","9.5","","5.0","","7.3","","10.7","","0.0","","5.8","","0.0","","5.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-04","2018","02","04","†","14.0","","7.5","","10.8","","7.2","","0.0","","0.7","","0.0","","0.7","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-05","2018","02","05","†","10.5","","6.0","","8.3","","9.7","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-06","2018","02","06","†","8.5","","5.0","","6.8","","11.2","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-07","2018","02","07","†","11.5","","6.0","","8.8","","9.2","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-08","2018","02","08","†","12.0","","8.0","","10.0","","8.0","","0.0","","0.3","","0.0","","0.3","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-09","2018","02","09","†","7.5","","2.0","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-10","2018","02","10","†","6.0","","0.0","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-11","2018","02","11","†","7.5","","1.5","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-12","2018","02","12","†","5.0","","0.0","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-13","2018","02","13","†","5.5","","-1.0","","2.3","","15.7","","0.0","","1.8","","0.0","","1.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-14","2018","02","14","†","8.5","","2.5","","5.5","","12.5","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-15","2018","02","15","†","6.0","","2.5","","4.3","","13.7","","0.0","","0.9","","0.0","","0.9","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-16","2018","02","16","†","8.0","","3.0","","5.5","","12.5","","0.0","","1.7","","0.0","","1.7","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-17","2018","02","17","†","9.0","","2.5","","5.8","","12.2","","0.0","","19.0","","5.2","","24.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-18","2018","02","18","†","1.0","","-0.5","","0.3","","17.7","","0.0","","0.0","","1.2","","1.2","","5","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-19","2018","02","19","†","2.0","","-4.5","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-20","2018","02","20","†","3.0","","-3.0","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-21","2018","02","21","†","1.0","","-3.5","","-1.3","","19.3","","0.0","","0.0","","1.8","","1.8","","4","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-22","2018","02","22","†","4.0","","-2.5","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-23","2018","02","23","†","1.0","","-3.5","","-1.3","","19.3","","0.0","","0.0","","4.2","","4.2","","5","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-24","2018","02","24","†","8.0","","0.5","","4.3","","13.7","","0.0","","0.6","","0.0","","0.6","","9","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-25","2018","02","25","†","8.0","","3.5","","5.8","","12.2","","0.0","","0.0","T","0.0","","0.0","T","3","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-26","2018","02","26","†","7.0","","-1.5","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-27","2018","02","27","†","8.0","","2.0","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-02-28","2018","02","28","†","5.5","","2.5","","4.0","","14.0","","0.0","","17.2","","0.0","","17.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-01","2018","03","01","†","7.5","","0.5","","4.0","","14.0","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-02","2018","03","02","†","5.5","","3.0","","4.3","","13.7","","0.0","","5.3","","0.0","","5.3","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-03","2018","03","03","†","8.5","","2.0","","5.3","","12.7","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-04","2018","03","04","†","9.0","","0.5","","4.8","","13.2","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-05","2018","03","05","†","7.0","","0.5","","3.8","","14.2","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-06","2018","03","06","†","9.0","","1.0","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-07","2018","03","07","†","8.0","","0.5","","4.3","","13.7","","0.0","","1.6","","0.0","","1.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-08","2018","03","08","†","7.0","","3.5","","5.3","","12.7","","0.0","","9.4","","0.0","","9.4","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-09","2018","03","09","†","8.0","","1.0","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-10","2018","03","10","†","9.5","","1.0","","5.3","","12.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-11","2018","03","11","†","13.0","","1.5","","7.3","","10.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-12","2018","03","12","†","15.5","","3.0","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-13","2018","03","13","†","10.0","","7.5","","8.8","","9.2","","0.0","","4.9","","0.0","","4.9","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-14","2018","03","14","†","13.5","","6.0","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-15","2018","03","15","†","11.5","","3.0","","7.3","","10.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-16","2018","03","16","†","13.5","","3.5","","8.5","","9.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-17","2018","03","17","†","11.0","","3.5","","7.3","","10.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-18","2018","03","18","†","10.0","","4.5","","7.3","","10.7","","0.0","","0.3","","0.0","","0.3","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-19","2018","03","19","†","12.0","","3.0","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-20","2018","03","20","†","11.0","","3.5","","7.3","","10.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-21","2018","03","21","†","13.0","","3.0","","8.0","","10.0","","0.0","","5.2","","0.0","","5.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-22","2018","03","22","†","9.5","","6.0","","7.8","","10.2","","0.0","","1.9","","0.0","","1.9","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-23","2018","03","23","†","7.5","","3.0","","5.3","","12.7","","0.0","","2.1","","0.0","","2.1","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-24","2018","03","24","†","8.5","","1.5","","5.0","","13.0","","0.0","","1.1","","0.0","","1.1","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-25","2018","03","25","†","10.5","","0.5","","5.5","","12.5","","0.0","","1.2","","0.0","","1.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-26","2018","03","26","†","10.0","","4.0","","7.0","","11.0","","0.0","","1.8","","0.0","","1.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-27","2018","03","27","†","15.0","","8.0","","11.5","","6.5","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-28","2018","03","28","†","10.0","","5.0","","7.5","","10.5","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-29","2018","03","29","†","9.5","","4.5","","7.0","","11.0","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-30","2018","03","30","†","13.5","","6.5","","10.0","","8.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-03-31","2018","03","31","†","13.5","","4.0","","8.8","","9.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-01","2018","04","01","†","8.5","","5.5","","7.0","","11.0","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-02","2018","04","02","†","11.5","","2.0","","6.8","","11.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-03","2018","04","03","†","10.0","","4.5","","7.3","","10.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-04","2018","04","04","†","6.0","","4.0","","5.0","","13.0","","0.0","","15.2","","0.0","","15.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-05","2018","04","05","†","9.0","","5.0","","7.0","","11.0","","0.0","","35.0","","0.0","","35.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-06","2018","04","06","†","11.0","","8.5","","9.8","","8.2","","0.0","","5.2","","0.0","","5.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-07","2018","04","07","†","15.0","","9.5","","12.3","","5.7","","0.0","","25.5","","0.0","","25.5","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-08","2018","04","08","†","12.0","","7.0","","9.5","","8.5","","0.0","","1.9","","0.0","","1.9","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-09","2018","04","09","†","12.5","","7.0","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-10","2018","04","10","†","15.0","","8.0","","11.5","","6.5","","0.0","","3.6","","0.0","","3.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-11","2018","04","11","†","8.0","","6.0","","7.0","","11.0","","0.0","","5.0","","0.0","","5.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-12","2018","04","12","†","13.0","","3.0","","8.0","","10.0","","0.0","","5.3","","0.0","","5.3","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-13","2018","04","13","†","11.0","","5.5","","8.3","","9.7","","0.0","","26.1","","0.0","","26.1","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-14","2018","04","14","†","13.0","","5.0","","9.0","","9.0","","0.0","","0.5","","0.0","","0.5","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-15","2018","04","15","†","11.5","","6.0","","8.8","","9.2","","0.0","","2.8","","0.0","","2.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-16","2018","04","16","†","9.0","","5.5","","7.3","","10.7","","0.0","","11.2","","0.0","","11.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-17","2018","04","17","†","12.0","","5.5","","8.8","","9.2","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-18","2018","04","18","†","13.0","","4.0","","8.5","","9.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-19","2018","04","19","†","14.5","","3.5","","9.0","","9.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-20","2018","04","20","†","13.0","","7.5","","10.3","","7.7","","0.0","","5.4","","0.0","","5.4","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-21","2018","04","21","†","13.5","","6.0","","9.8","","8.2","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-22","2018","04","22","†","14.5","","4.0","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-23","2018","04","23","†","18.5","","4.0","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-24","2018","04","24","†","20.0","","6.5","","13.3","","4.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-25","2018","04","25","†","22.5","","10.5","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-26","2018","04","26","†","23.0","","9.0","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-27","2018","04","27","†","21.0","","10.5","","15.8","","2.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-28","2018","04","28","†","12.0","","10.5","","11.3","","6.7","","0.0","","5.2","","0.0","","5.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-29","2018","04","29","†","13.0","","8.0","","10.5","","7.5","","0.0","","3.4","","0.0","","3.4","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-04-30","2018","04","30","†","16.0","","9.0","","12.5","","5.5","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-05-01","2018","05","01","†","16.5","","9.0","","12.8","","5.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-05-02","2018","05","02","†","18.0","","8.0","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-05-03","2018","05","03","†","20.5","","9.5","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-05-04","2018","05","04","†","16.5","","9.0","","12.8","","5.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-05-05","2018","05","05","†","20.0","","7.5","","13.8","","4.2","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-05-06","2018","05","06","†","23.0","","12.5","","17.8","","0.2","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-05-07","2018","05","07","†","20.5","","11.5","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-05-08","2018","05","08","†","22.0","","10.5","","16.3","","1.7","","0.0","","4.0","","0.0","","4.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-05-09","2018","05","09","†","18.0","","12.5","","15.3","","2.7","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-05-10","2018","05","10","†","16.0","","9.5","","12.8","","5.2","","0.0","","1.6","","0.0","","1.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-05-11","2018","05","11","†","20.0","","9.0","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-05-12","2018","05","12","†","25.0","","10.5","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-05-13","2018","05","13","†","27.0","","14.0","","20.5","","0.0","","2.5","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-05-14","2018","05","14","†","27.0","","14.5","","20.8","","0.0","","2.8","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-05-15","2018","05","15","†","25.0","","15.0","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-05-16","2018","05","16","†","19.5","","12.5","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-05-17","2018","05","17","†","19.0","","11.5","","15.3","","2.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-05-18","2018","05","18","†","21.0","","11.5","","16.3","","1.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-05-19","2018","05","19","†","21.0","","13.0","","17.0","","1.0","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-05-20","2018","05","20","†","21.5","","13.5","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-05-21","2018","05","21","†","21.0","","12.5","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-05-22","2018","05","22","†","24.0","","11.5","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-05-23","2018","05","23","†","25.5","","13.0","","19.3","","0.0","","1.3","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-05-24","2018","05","24","†","20.5","","13.5","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2018-05-25","2018","05","25","†","20.5","","12.0","","16.3","","1.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
