"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-105.78","52.85","HOEY","4053264","2013-01-01","2013","01","01","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-02","2013","01","02","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-03","2013","01","03","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-04","2013","01","04","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-05","2013","01","05","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-06","2013","01","06","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-07","2013","01","07","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-08","2013","01","08","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-09","2013","01","09","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-10","2013","01","10","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-11","2013","01","11","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-12","2013","01","12","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-13","2013","01","13","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-14","2013","01","14","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-15","2013","01","15","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-16","2013","01","16","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-17","2013","01","17","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-18","2013","01","18","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-19","2013","01","19","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-20","2013","01","20","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-21","2013","01","21","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-22","2013","01","22","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-23","2013","01","23","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-24","2013","01","24","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-25","2013","01","25","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-26","2013","01","26","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-27","2013","01","27","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-28","2013","01","28","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-29","2013","01","29","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-30","2013","01","30","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-01-31","2013","01","31","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-01","2013","02","01","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-02","2013","02","02","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-03","2013","02","03","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-04","2013","02","04","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-05","2013","02","05","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-06","2013","02","06","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-07","2013","02","07","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-08","2013","02","08","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-09","2013","02","09","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-10","2013","02","10","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-11","2013","02","11","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-12","2013","02","12","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-13","2013","02","13","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-14","2013","02","14","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-15","2013","02","15","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-16","2013","02","16","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-17","2013","02","17","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-18","2013","02","18","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-19","2013","02","19","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-20","2013","02","20","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-21","2013","02","21","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-22","2013","02","22","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-23","2013","02","23","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-24","2013","02","24","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-25","2013","02","25","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-26","2013","02","26","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-27","2013","02","27","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-02-28","2013","02","28","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-01","2013","03","01","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-02","2013","03","02","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-03","2013","03","03","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-04","2013","03","04","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-05","2013","03","05","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-06","2013","03","06","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-07","2013","03","07","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-08","2013","03","08","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-09","2013","03","09","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-10","2013","03","10","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-11","2013","03","11","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-12","2013","03","12","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-13","2013","03","13","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-14","2013","03","14","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-15","2013","03","15","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-16","2013","03","16","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-17","2013","03","17","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-18","2013","03","18","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-19","2013","03","19","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-20","2013","03","20","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-21","2013","03","21","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-22","2013","03","22","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-23","2013","03","23","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-24","2013","03","24","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-25","2013","03","25","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-26","2013","03","26","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-27","2013","03","27","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-28","2013","03","28","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-29","2013","03","29","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-30","2013","03","30","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-03-31","2013","03","31","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-04-01","2013","04","01","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-04-02","2013","04","02","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-04-03","2013","04","03","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-04-04","2013","04","04","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-04-05","2013","04","05","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-04-06","2013","04","06","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-04-07","2013","04","07","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-04-08","2013","04","08","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-04-09","2013","04","09","","","","","","","","","","","","","","","","","","","","","","",""
"-105.78","52.85","HOEY","4053264","2013-04-10","2013","04","10","","","","","","","","","","","","","","","","","","","","","","",""
